"Time","layer","Points:0","Points:1","Points:2","u.x","u.z","eta"
100.000000, 0, -0.393625, 0.000000, -0.541854, -0.003057, 0.000059, -0.017525
100.000000, 1, -0.393625, 0.000000, -0.437027, -0.005530, 0.000200, -0.017525
100.000000, 2, -0.393625, 0.000000, -0.352870, -0.010387, 0.000394, -0.017525
100.000000, 3, -0.393625, 0.000000, -0.285307, -0.017625, 0.000643, -0.017525
100.000000, 4, -0.393625, 0.000000, -0.231067, -0.027138, 0.000907, -0.017525
100.000000, 5, -0.393625, 0.000000, -0.187522, -0.038358, 0.001119, -0.017525
100.000000, 6, -0.393625, 0.000000, -0.152563, -0.050352, 0.001225, -0.017525
100.000000, 7, -0.393625, 0.000000, -0.124497, -0.062520, 0.001190, -0.017525
100.000000, 8, -0.393625, 0.000000, -0.101966, -0.074631, 0.001026, -0.017525
100.000000, 9, -0.393625, 0.000000, -0.083877, -0.086722, 0.000781, -0.017525
100.000000, 10, -0.393625, 0.000000, -0.069355, -0.098868, 0.000484, -0.017525
100.000000, 11, -0.393625, 0.000000, -0.057697, -0.110774, 0.000163, -0.017525
100.000000, 12, -0.393625, 0.000000, -0.048337, -0.121500, -0.000141, -0.017525
100.000000, 13, -0.393625, 0.000000, -0.040823, -0.130247, -0.000425, -0.017525
100.000000, 14, -0.393625, 0.000000, -0.034791, -0.136917, -0.000706, -0.017525
100.000000, 15, -0.393625, 0.000000, -0.029948, -0.142005, -0.000987, -0.017525
100.000000, 16, -0.393625, 0.000000, -0.026060, -0.146158, -0.001252, -0.017525
100.000000, 17, -0.393625, 0.000000, -0.022939, -0.149795, -0.001492, -0.017525
100.000000, 18, -0.393625, 0.000000, -0.020433, -0.153035, -0.001706, -0.017525
100.000000, 19, -0.393625, 0.000000, -0.018421, -0.155865, -0.001901, -0.017525
100.000000, 0, -0.390538, 0.000000, -0.541854, -0.003059, 0.000024, -0.017529
100.000000, 1, -0.390538, 0.000000, -0.437028, -0.005534, 0.000079, -0.017529
100.000000, 2, -0.390538, 0.000000, -0.352871, -0.010393, 0.000146, -0.017529
100.000000, 3, -0.390538, 0.000000, -0.285309, -0.017632, 0.000212, -0.017529
100.000000, 4, -0.390538, 0.000000, -0.231069, -0.027143, 0.000239, -0.017529
100.000000, 5, -0.390538, 0.000000, -0.187524, -0.038358, 0.000170, -0.017529
100.000000, 6, -0.390538, 0.000000, -0.152566, -0.050343, -0.000034, -0.017529
100.000000, 7, -0.390538, 0.000000, -0.124500, -0.062490, -0.000386, -0.017529
100.000000, 8, -0.390538, 0.000000, -0.101969, -0.074580, -0.000864, -0.017529
100.000000, 9, -0.390538, 0.000000, -0.083880, -0.086648, -0.001412, -0.017529
100.000000, 10, -0.390538, 0.000000, -0.069359, -0.098763, -0.001991, -0.017529
100.000000, 11, -0.390538, 0.000000, -0.057700, -0.110641, -0.002567, -0.017529
100.000000, 12, -0.390538, 0.000000, -0.048341, -0.121345, -0.003097, -0.017529
100.000000, 13, -0.390538, 0.000000, -0.040827, -0.130067, -0.003577, -0.017529
100.000000, 14, -0.390538, 0.000000, -0.034794, -0.136708, -0.004025, -0.017529
100.000000, 15, -0.390538, 0.000000, -0.029952, -0.141770, -0.004445, -0.017529
100.000000, 16, -0.390538, 0.000000, -0.026064, -0.145900, -0.004829, -0.017529
100.000000, 17, -0.390538, 0.000000, -0.022942, -0.149519, -0.005168, -0.017529
100.000000, 18, -0.390538, 0.000000, -0.020437, -0.152743, -0.005462, -0.017529
100.000000, 19, -0.390538, 0.000000, -0.018425, -0.155556, -0.005720, -0.017529
100.000000, 0, -0.387451, 0.000000, -0.541854, -0.003060, -0.000012, -0.017523
100.000000, 1, -0.387451, 0.000000, -0.437026, -0.005535, -0.000043, -0.017523
100.000000, 2, -0.387451, 0.000000, -0.352869, -0.010393, -0.000103, -0.017523
100.000000, 3, -0.387451, 0.000000, -0.285306, -0.017629, -0.000219, -0.017523
100.000000, 4, -0.387451, 0.000000, -0.231065, -0.027133, -0.000429, -0.017523
100.000000, 5, -0.387451, 0.000000, -0.187520, -0.038336, -0.000779, -0.017523
100.000000, 6, -0.387451, 0.000000, -0.152561, -0.050303, -0.001290, -0.017523
100.000000, 7, -0.387451, 0.000000, -0.124496, -0.062424, -0.001960, -0.017523
100.000000, 8, -0.387451, 0.000000, -0.101964, -0.074484, -0.002751, -0.017523
100.000000, 9, -0.387451, 0.000000, -0.083875, -0.086521, -0.003601, -0.017523
100.000000, 10, -0.387451, 0.000000, -0.069354, -0.098601, -0.004460, -0.017523
100.000000, 11, -0.387451, 0.000000, -0.057695, -0.110444, -0.005288, -0.017523
100.000000, 12, -0.387451, 0.000000, -0.048336, -0.121121, -0.006041, -0.017523
100.000000, 13, -0.387451, 0.000000, -0.040821, -0.129810, -0.006714, -0.017523
100.000000, 14, -0.387451, 0.000000, -0.034789, -0.136419, -0.007327, -0.017523
100.000000, 15, -0.387451, 0.000000, -0.029946, -0.141451, -0.007887, -0.017523
100.000000, 16, -0.387451, 0.000000, -0.026058, -0.145555, -0.008387, -0.017523
100.000000, 17, -0.387451, 0.000000, -0.022937, -0.149154, -0.008822, -0.017523
100.000000, 18, -0.387451, 0.000000, -0.020431, -0.152361, -0.009196, -0.017523
100.000000, 19, -0.387451, 0.000000, -0.018419, -0.155157, -0.009518, -0.017523
100.000000, 0, -0.384363, 0.000000, -0.541852, -0.003058, -0.000047, -0.017509
100.000000, 1, -0.384363, 0.000000, -0.437022, -0.005532, -0.000164, -0.017509
100.000000, 2, -0.384363, 0.000000, -0.352863, -0.010386, -0.000352, -0.017509
100.000000, 3, -0.384363, 0.000000, -0.285298, -0.017615, -0.000649, -0.017509
100.000000, 4, -0.384363, 0.000000, -0.231056, -0.027106, -0.001096, -0.017509
100.000000, 5, -0.384363, 0.000000, -0.187510, -0.038292, -0.001726, -0.017509
100.000000, 6, -0.384363, 0.000000, -0.152550, -0.050234, -0.002544, -0.017509
100.000000, 7, -0.384363, 0.000000, -0.124484, -0.062322, -0.003530, -0.017509
100.000000, 8, -0.384363, 0.000000, -0.101952, -0.074345, -0.004634, -0.017509
100.000000, 9, -0.384363, 0.000000, -0.083863, -0.086345, -0.005785, -0.017509
100.000000, 10, -0.384363, 0.000000, -0.069341, -0.098383, -0.006923, -0.017509
100.000000, 11, -0.384363, 0.000000, -0.057682, -0.110187, -0.007999, -0.017509
100.000000, 12, -0.384363, 0.000000, -0.048322, -0.120831, -0.008973, -0.017509
100.000000, 13, -0.384363, 0.000000, -0.040808, -0.129482, -0.009839, -0.017509
100.000000, 14, -0.384363, 0.000000, -0.034775, -0.136053, -0.010615, -0.017509
100.000000, 15, -0.384363, 0.000000, -0.029932, -0.141053, -0.011309, -0.017509
100.000000, 16, -0.384363, 0.000000, -0.026044, -0.145129, -0.011923, -0.017509
100.000000, 17, -0.384363, 0.000000, -0.022923, -0.148705, -0.012454, -0.017509
100.000000, 18, -0.384363, 0.000000, -0.020417, -0.151895, -0.012906, -0.017509
100.000000, 19, -0.384363, 0.000000, -0.018405, -0.154672, -0.013291, -0.017509
100.000000, 0, -0.381276, 0.000000, -0.541850, -0.003055, -0.000082, -0.017487
100.000000, 1, -0.381276, 0.000000, -0.437016, -0.005526, -0.000285, -0.017487
100.000000, 2, -0.381276, 0.000000, -0.352853, -0.010374, -0.000601, -0.017487
100.000000, 3, -0.381276, 0.000000, -0.285286, -0.017591, -0.001079, -0.017487
100.000000, 4, -0.381276, 0.000000, -0.231042, -0.027064, -0.001762, -0.017487
100.000000, 5, -0.381276, 0.000000, -0.187494, -0.038226, -0.002671, -0.017487
100.000000, 6, -0.381276, 0.000000, -0.152533, -0.050135, -0.003794, -0.017487
100.000000, 7, -0.381276, 0.000000, -0.124466, -0.062184, -0.005096, -0.017487
100.000000, 8, -0.381276, 0.000000, -0.101933, -0.074162, -0.006511, -0.017487
100.000000, 9, -0.381276, 0.000000, -0.083843, -0.086118, -0.007963, -0.017487
100.000000, 10, -0.381276, 0.000000, -0.069320, -0.098110, -0.009376, -0.017487
100.000000, 11, -0.381276, 0.000000, -0.057661, -0.109870, -0.010698, -0.017487
100.000000, 12, -0.381276, 0.000000, -0.048301, -0.120474, -0.011891, -0.017487
100.000000, 13, -0.381276, 0.000000, -0.040786, -0.129081, -0.012949, -0.017487
100.000000, 14, -0.381276, 0.000000, -0.034754, -0.135612, -0.013885, -0.017487
100.000000, 15, -0.381276, 0.000000, -0.029910, -0.140576, -0.014713, -0.017487
100.000000, 16, -0.381276, 0.000000, -0.026022, -0.144623, -0.015437, -0.017487
100.000000, 17, -0.381276, 0.000000, -0.022901, -0.148175, -0.016061, -0.017487
100.000000, 18, -0.381276, 0.000000, -0.020395, -0.151345, -0.016590, -0.017487
100.000000, 19, -0.381276, 0.000000, -0.018383, -0.154103, -0.017037, -0.017487
100.000000, 0, -0.378189, 0.000000, -0.541847, -0.003050, -0.000117, -0.017456
100.000000, 1, -0.378189, 0.000000, -0.437007, -0.005516, -0.000406, -0.017456
100.000000, 2, -0.378189, 0.000000, -0.352840, -0.010355, -0.000849, -0.017456
100.000000, 3, -0.378189, 0.000000, -0.285269, -0.017558, -0.001508, -0.017456
100.000000, 4, -0.378189, 0.000000, -0.231023, -0.027007, -0.002426, -0.017456
100.000000, 5, -0.378189, 0.000000, -0.187472, -0.038139, -0.003613, -0.017456
100.000000, 6, -0.378189, 0.000000, -0.152509, -0.050008, -0.005041, -0.017456
100.000000, 7, -0.378189, 0.000000, -0.124440, -0.062010, -0.006656, -0.017456
100.000000, 8, -0.378189, 0.000000, -0.101906, -0.073935, -0.008381, -0.017456
100.000000, 9, -0.378189, 0.000000, -0.083815, -0.085841, -0.010131, -0.017456
100.000000, 10, -0.378189, 0.000000, -0.069292, -0.097784, -0.011817, -0.017456
100.000000, 11, -0.378189, 0.000000, -0.057632, -0.109494, -0.013384, -0.017456
100.000000, 12, -0.378189, 0.000000, -0.048271, -0.120051, -0.014796, -0.017456
100.000000, 13, -0.378189, 0.000000, -0.040757, -0.128609, -0.016044, -0.017456
100.000000, 14, -0.378189, 0.000000, -0.034723, -0.135097, -0.017139, -0.017456
100.000000, 15, -0.378189, 0.000000, -0.029880, -0.140023, -0.018096, -0.017456
100.000000, 16, -0.378189, 0.000000, -0.025992, -0.144039, -0.018928, -0.017456
100.000000, 17, -0.378189, 0.000000, -0.022870, -0.147564, -0.019642, -0.017456
100.000000, 18, -0.378189, 0.000000, -0.020364, -0.150714, -0.020246, -0.017456
100.000000, 19, -0.378189, 0.000000, -0.018352, -0.153453, -0.020755, -0.017456
100.000000, 0, -0.375102, 0.000000, -0.541843, -0.003043, -0.000152, -0.017416
100.000000, 1, -0.375102, 0.000000, -0.436996, -0.005504, -0.000527, -0.017416
100.000000, 2, -0.375102, 0.000000, -0.352823, -0.010330, -0.001097, -0.017416
100.000000, 3, -0.375102, 0.000000, -0.285248, -0.017513, -0.001937, -0.017416
100.000000, 4, -0.375102, 0.000000, -0.230998, -0.026934, -0.003089, -0.017416
100.000000, 5, -0.375102, 0.000000, -0.187444, -0.038029, -0.004553, -0.017416
100.000000, 6, -0.375102, 0.000000, -0.152479, -0.049852, -0.006284, -0.017416
100.000000, 7, -0.375102, 0.000000, -0.124408, -0.061801, -0.008210, -0.017416
100.000000, 8, -0.375102, 0.000000, -0.101873, -0.073665, -0.010244, -0.017416
100.000000, 9, -0.375102, 0.000000, -0.083781, -0.085514, -0.012289, -0.017416
100.000000, 10, -0.375102, 0.000000, -0.069256, -0.097403, -0.014245, -0.017416
100.000000, 11, -0.375102, 0.000000, -0.057595, -0.109058, -0.016055, -0.017416
100.000000, 12, -0.375102, 0.000000, -0.048234, -0.119561, -0.017687, -0.017416
100.000000, 13, -0.375102, 0.000000, -0.040719, -0.128066, -0.019124, -0.017416
100.000000, 14, -0.375102, 0.000000, -0.034685, -0.134508, -0.020374, -0.017416
100.000000, 15, -0.375102, 0.000000, -0.029841, -0.139396, -0.021457, -0.017416
100.000000, 16, -0.375102, 0.000000, -0.025953, -0.143377, -0.022394, -0.017416
100.000000, 17, -0.375102, 0.000000, -0.022831, -0.146875, -0.023196, -0.017416
100.000000, 18, -0.375102, 0.000000, -0.020324, -0.150002, -0.023875, -0.017416
100.000000, 19, -0.375102, 0.000000, -0.018312, -0.152723, -0.024443, -0.017416
100.000000, 0, -0.372014, 0.000000, -0.541838, -0.003034, -0.000187, -0.017369
100.000000, 1, -0.372014, 0.000000, -0.436983, -0.005487, -0.000648, -0.017369
100.000000, 2, -0.372014, 0.000000, -0.352803, -0.010299, -0.001344, -0.017369
100.000000, 3, -0.372014, 0.000000, -0.285222, -0.017459, -0.002364, -0.017369
100.000000, 4, -0.372014, 0.000000, -0.230967, -0.026845, -0.003750, -0.017369
100.000000, 5, -0.372014, 0.000000, -0.187410, -0.037898, -0.005489, -0.017369
100.000000, 6, -0.372014, 0.000000, -0.152442, -0.049667, -0.007521, -0.017369
100.000000, 7, -0.372014, 0.000000, -0.124369, -0.061556, -0.009757, -0.017369
100.000000, 8, -0.372014, 0.000000, -0.101832, -0.073353, -0.012097, -0.017369
100.000000, 9, -0.372014, 0.000000, -0.083738, -0.085137, -0.014435, -0.017369
100.000000, 10, -0.372014, 0.000000, -0.069212, -0.096969, -0.016659, -0.017369
100.000000, 11, -0.372014, 0.000000, -0.057551, -0.108562, -0.018712, -0.017369
100.000000, 12, -0.372014, 0.000000, -0.048189, -0.119005, -0.020563, -0.017369
100.000000, 13, -0.372014, 0.000000, -0.040673, -0.127454, -0.022186, -0.017369
100.000000, 14, -0.372014, 0.000000, -0.034639, -0.133848, -0.023588, -0.017369
100.000000, 15, -0.372014, 0.000000, -0.029795, -0.138695, -0.024794, -0.017369
100.000000, 16, -0.372014, 0.000000, -0.025906, -0.142641, -0.025833, -0.017369
100.000000, 17, -0.372014, 0.000000, -0.022783, -0.146108, -0.026723, -0.017369
100.000000, 18, -0.372014, 0.000000, -0.020277, -0.149212, -0.027474, -0.017369
100.000000, 19, -0.372014, 0.000000, -0.018265, -0.151913, -0.028102, -0.017369
100.000000, 0, -0.368927, 0.000000, -0.541832, -0.003024, -0.000222, -0.017313
100.000000, 1, -0.368927, 0.000000, -0.436967, -0.005468, -0.000768, -0.017313
100.000000, 2, -0.368927, 0.000000, -0.352779, -0.010262, -0.001591, -0.017313
100.000000, 3, -0.368927, 0.000000, -0.285192, -0.017395, -0.002790, -0.017313
100.000000, 4, -0.368927, 0.000000, -0.230932, -0.026741, -0.004408, -0.017313
100.000000, 5, -0.368927, 0.000000, -0.187371, -0.037745, -0.006421, -0.017313
100.000000, 6, -0.368927, 0.000000, -0.152399, -0.049454, -0.008753, -0.017313
100.000000, 7, -0.368927, 0.000000, -0.124323, -0.061276, -0.011298, -0.017313
100.000000, 8, -0.368927, 0.000000, -0.101784, -0.072998, -0.013942, -0.017313
100.000000, 9, -0.368927, 0.000000, -0.083689, -0.084713, -0.016567, -0.017313
100.000000, 10, -0.368927, 0.000000, -0.069161, -0.096481, -0.019057, -0.017313
100.000000, 11, -0.368927, 0.000000, -0.057499, -0.108006, -0.021354, -0.017313
100.000000, 12, -0.368927, 0.000000, -0.048136, -0.118383, -0.023422, -0.017313
100.000000, 13, -0.368927, 0.000000, -0.040619, -0.126774, -0.025229, -0.017313
100.000000, 14, -0.368927, 0.000000, -0.034584, -0.133117, -0.026779, -0.017313
100.000000, 15, -0.368927, 0.000000, -0.029740, -0.137921, -0.028106, -0.017313
100.000000, 16, -0.368927, 0.000000, -0.025850, -0.141830, -0.029246, -0.017313
100.000000, 17, -0.368927, 0.000000, -0.022728, -0.145266, -0.030220, -0.017313
100.000000, 18, -0.368927, 0.000000, -0.020221, -0.148344, -0.031043, -0.017313
100.000000, 19, -0.368927, 0.000000, -0.018209, -0.151027, -0.031730, -0.017313
100.000000, 0, -0.365840, 0.000000, -0.541826, -0.003011, -0.000256, -0.017248
100.000000, 1, -0.365840, 0.000000, -0.436949, -0.005445, -0.000888, -0.017248
100.000000, 2, -0.365840, 0.000000, -0.352752, -0.010220, -0.001837, -0.017248
100.000000, 3, -0.365840, 0.000000, -0.285157, -0.017320, -0.003214, -0.017248
100.000000, 4, -0.365840, 0.000000, -0.230891, -0.026621, -0.005063, -0.017248
100.000000, 5, -0.365840, 0.000000, -0.187325, -0.037570, -0.007349, -0.017248
100.000000, 6, -0.365840, 0.000000, -0.152350, -0.049212, -0.009978, -0.017248
100.000000, 7, -0.365840, 0.000000, -0.124271, -0.060960, -0.012830, -0.017248
100.000000, 8, -0.365840, 0.000000, -0.101729, -0.072600, -0.015775, -0.017248
100.000000, 9, -0.365840, 0.000000, -0.083632, -0.084240, -0.018686, -0.017248
100.000000, 10, -0.365840, 0.000000, -0.069103, -0.095940, -0.021441, -0.017248
100.000000, 11, -0.365840, 0.000000, -0.057439, -0.107389, -0.023979, -0.017248
100.000000, 12, -0.365840, 0.000000, -0.048075, -0.117697, -0.026261, -0.017248
100.000000, 13, -0.365840, 0.000000, -0.040557, -0.126026, -0.028248, -0.017248
100.000000, 14, -0.365840, 0.000000, -0.034522, -0.132318, -0.029946, -0.017248
100.000000, 15, -0.365840, 0.000000, -0.029677, -0.137076, -0.031393, -0.017248
100.000000, 16, -0.365840, 0.000000, -0.025787, -0.140947, -0.032630, -0.017248
100.000000, 17, -0.365840, 0.000000, -0.022664, -0.144349, -0.033687, -0.017248
100.000000, 18, -0.365840, 0.000000, -0.020157, -0.147400, -0.034581, -0.017248
100.000000, 19, -0.365840, 0.000000, -0.018145, -0.150063, -0.035327, -0.017248
100.000000, 0, -0.362753, 0.000000, -0.541819, -0.002997, -0.000291, -0.017176
100.000000, 1, -0.362753, 0.000000, -0.436929, -0.005419, -0.001007, -0.017176
100.000000, 2, -0.362753, 0.000000, -0.352721, -0.010171, -0.002081, -0.017176
100.000000, 3, -0.362753, 0.000000, -0.285118, -0.017236, -0.003636, -0.017176
100.000000, 4, -0.362753, 0.000000, -0.230845, -0.026486, -0.005715, -0.017176
100.000000, 5, -0.362753, 0.000000, -0.187274, -0.037375, -0.008272, -0.017176
100.000000, 6, -0.362753, 0.000000, -0.152294, -0.048942, -0.011197, -0.017176
100.000000, 7, -0.362753, 0.000000, -0.124212, -0.060609, -0.014354, -0.017176
100.000000, 8, -0.362753, 0.000000, -0.101667, -0.072162, -0.017598, -0.017176
100.000000, 9, -0.362753, 0.000000, -0.083567, -0.083720, -0.020791, -0.017176
100.000000, 10, -0.362753, 0.000000, -0.069037, -0.095345, -0.023809, -0.017176
100.000000, 11, -0.362753, 0.000000, -0.057371, -0.106714, -0.026587, -0.017176
100.000000, 12, -0.362753, 0.000000, -0.048006, -0.116948, -0.029079, -0.017176
100.000000, 13, -0.362753, 0.000000, -0.040488, -0.125214, -0.031244, -0.017176
100.000000, 14, -0.362753, 0.000000, -0.034452, -0.131449, -0.033087, -0.017176
100.000000, 15, -0.362753, 0.000000, -0.029606, -0.136161, -0.034652, -0.017176
100.000000, 16, -0.362753, 0.000000, -0.025716, -0.139990, -0.035986, -0.017176
100.000000, 17, -0.362753, 0.000000, -0.022592, -0.143358, -0.037124, -0.017176
100.000000, 18, -0.362753, 0.000000, -0.020085, -0.146381, -0.038088, -0.017176
100.000000, 19, -0.362753, 0.000000, -0.018072, -0.149023, -0.038892, -0.017176
100.000000, 0, -0.359665, 0.000000, -0.541811, -0.002981, -0.000325, -0.017095
100.000000, 1, -0.359665, 0.000000, -0.436906, -0.005390, -0.001125, -0.017095
100.000000, 2, -0.359665, 0.000000, -0.352687, -0.010116, -0.002325, -0.017095
100.000000, 3, -0.359665, 0.000000, -0.285075, -0.017141, -0.004056, -0.017095
100.000000, 4, -0.359665, 0.000000, -0.230794, -0.026335, -0.006364, -0.017095
100.000000, 5, -0.359665, 0.000000, -0.187217, -0.037157, -0.009191, -0.017095
100.000000, 6, -0.359665, 0.000000, -0.152232, -0.048644, -0.012409, -0.017095
100.000000, 7, -0.359665, 0.000000, -0.124146, -0.060224, -0.015868, -0.017095
100.000000, 8, -0.359665, 0.000000, -0.101598, -0.071682, -0.019408, -0.017095
100.000000, 9, -0.359665, 0.000000, -0.083496, -0.083153, -0.022881, -0.017095
100.000000, 10, -0.359665, 0.000000, -0.068963, -0.094696, -0.026160, -0.017095
100.000000, 11, -0.359665, 0.000000, -0.057296, -0.105981, -0.029175, -0.017095
100.000000, 12, -0.359665, 0.000000, -0.047930, -0.116137, -0.031874, -0.017095
100.000000, 13, -0.359665, 0.000000, -0.040410, -0.124336, -0.034214, -0.017095
100.000000, 14, -0.359665, 0.000000, -0.034373, -0.130511, -0.036202, -0.017095
100.000000, 15, -0.359665, 0.000000, -0.029527, -0.135175, -0.037883, -0.017095
100.000000, 16, -0.359665, 0.000000, -0.025636, -0.138962, -0.039312, -0.017095
100.000000, 17, -0.359665, 0.000000, -0.022512, -0.142293, -0.040531, -0.017095
100.000000, 18, -0.359665, 0.000000, -0.020005, -0.145287, -0.041562, -0.017095
100.000000, 19, -0.359665, 0.000000, -0.017992, -0.147908, -0.042424, -0.017095
100.000000, 0, -0.356578, 0.000000, -0.541802, -0.002963, -0.000359, -0.017006
100.000000, 1, -0.356578, 0.000000, -0.436881, -0.005358, -0.001243, -0.017006
100.000000, 2, -0.356578, 0.000000, -0.352649, -0.010055, -0.002567, -0.017006
100.000000, 3, -0.356578, 0.000000, -0.285027, -0.017037, -0.004474, -0.017006
100.000000, 4, -0.356578, 0.000000, -0.230738, -0.026170, -0.007009, -0.017006
100.000000, 5, -0.356578, 0.000000, -0.187154, -0.036919, -0.010103, -0.017006
100.000000, 6, -0.356578, 0.000000, -0.152164, -0.048319, -0.013612, -0.017006
100.000000, 7, -0.356578, 0.000000, -0.124073, -0.059804, -0.017371, -0.017006
100.000000, 8, -0.356578, 0.000000, -0.101522, -0.071161, -0.021205, -0.017006
100.000000, 9, -0.356578, 0.000000, -0.083417, -0.082538, -0.024956, -0.017006
100.000000, 10, -0.356578, 0.000000, -0.068882, -0.093994, -0.028495, -0.017006
100.000000, 11, -0.356578, 0.000000, -0.057214, -0.105191, -0.031742, -0.017006
100.000000, 12, -0.356578, 0.000000, -0.047846, -0.115265, -0.034644, -0.017006
100.000000, 13, -0.356578, 0.000000, -0.040325, -0.123393, -0.037158, -0.017006
100.000000, 14, -0.356578, 0.000000, -0.034287, -0.129506, -0.039289, -0.017006
100.000000, 15, -0.356578, 0.000000, -0.029440, -0.134118, -0.041087, -0.017006
100.000000, 16, -0.356578, 0.000000, -0.025549, -0.137863, -0.042610, -0.017006
100.000000, 17, -0.356578, 0.000000, -0.022425, -0.141157, -0.043906, -0.017006
100.000000, 18, -0.356578, 0.000000, -0.019916, -0.144120, -0.045005, -0.017006
100.000000, 19, -0.356578, 0.000000, -0.017903, -0.146718, -0.045923, -0.017006
100.000000, 0, -0.353491, 0.000000, -0.541792, -0.002943, -0.000393, -0.016909
100.000000, 1, -0.353491, 0.000000, -0.436854, -0.005322, -0.001360, -0.016909
100.000000, 2, -0.353491, 0.000000, -0.352608, -0.009988, -0.002807, -0.016909
100.000000, 3, -0.353491, 0.000000, -0.284974, -0.016922, -0.004890, -0.016909
100.000000, 4, -0.353491, 0.000000, -0.230676, -0.025989, -0.007651, -0.016909
100.000000, 5, -0.353491, 0.000000, -0.187085, -0.036660, -0.011010, -0.016909
100.000000, 6, -0.353491, 0.000000, -0.152089, -0.047966, -0.014808, -0.016909
100.000000, 7, -0.353491, 0.000000, -0.123994, -0.059349, -0.018864, -0.016909
100.000000, 8, -0.353491, 0.000000, -0.101439, -0.070601, -0.022989, -0.016909
100.000000, 9, -0.353491, 0.000000, -0.083331, -0.081877, -0.027015, -0.016909
100.000000, 10, -0.353491, 0.000000, -0.068794, -0.093239, -0.030810, -0.016909
100.000000, 11, -0.353491, 0.000000, -0.057123, -0.104346, -0.034287, -0.016909
100.000000, 12, -0.353491, 0.000000, -0.047754, -0.114334, -0.037389, -0.016909
100.000000, 13, -0.353491, 0.000000, -0.040232, -0.122386, -0.040076, -0.016909
100.000000, 14, -0.353491, 0.000000, -0.034193, -0.128433, -0.042350, -0.016909
100.000000, 15, -0.353491, 0.000000, -0.029345, -0.132992, -0.044262, -0.016909
100.000000, 16, -0.353491, 0.000000, -0.025453, -0.136693, -0.045877, -0.016909
100.000000, 17, -0.353491, 0.000000, -0.022328, -0.139949, -0.047251, -0.016909
100.000000, 18, -0.353491, 0.000000, -0.019820, -0.142880, -0.048415, -0.016909
100.000000, 19, -0.353491, 0.000000, -0.017806, -0.145455, -0.049389, -0.016909
100.000000, 0, -0.350404, 0.000000, -0.541782, -0.002921, -0.000427, -0.016804
100.000000, 1, -0.350404, 0.000000, -0.436825, -0.005283, -0.001477, -0.016804
100.000000, 2, -0.350404, 0.000000, -0.352564, -0.009915, -0.003046, -0.016804
100.000000, 3, -0.350404, 0.000000, -0.284917, -0.016798, -0.005303, -0.016804
100.000000, 4, -0.350404, 0.000000, -0.230610, -0.025794, -0.008287, -0.016804
100.000000, 5, -0.350404, 0.000000, -0.187011, -0.036379, -0.011910, -0.016804
100.000000, 6, -0.350404, 0.000000, -0.152009, -0.047585, -0.015994, -0.016804
100.000000, 7, -0.350404, 0.000000, -0.123908, -0.058860, -0.020345, -0.016804
100.000000, 8, -0.350404, 0.000000, -0.101349, -0.070000, -0.024758, -0.016804
100.000000, 9, -0.350404, 0.000000, -0.083238, -0.081169, -0.029057, -0.016804
100.000000, 10, -0.350404, 0.000000, -0.068698, -0.092432, -0.033104, -0.016804
100.000000, 11, -0.350404, 0.000000, -0.057025, -0.103446, -0.036807, -0.016804
